06#n	bn:00017029n
camp_de_travail#n	bn:00049574n
camp_de_travaux_forcés#n	bn:00049574n
campeche#n	bn:00015073n
campêche#n	bn:00011414n
campement#n	bn:00015037n	bn:00010805n
campephilus#n	bn:00015074n
camper#v	bn:00083524v
campeur#n	bn:00065773n	bn:00015077n
camphre#n	bn:00015081n
camphrier#n	bn:00015087n
camping-car#n	bn:00065773n	bn:00015077n
camping#n	bn:00010806n	bn:00010807n
camp_meeting#n	bn:00015048n
camp#n	bn:00010805n
camponotus#n	bn:00016200n
camps_d'extermination_nazis#n	bn:00025595n
campsis#n	bn:00015094n
campsis_radicans#n	bn:00015094n
campurgne#n	bn:00022750n	bn:00048180n
campus#n	bn:00015097n
campylorhynchus#n	bn:00015100n
ca#n	bn:00000540n
canaan#n	bn:00015109n
canada#n	bn:00015115n
canadian#n	bn:00015126n
canadiens_français#n	bn:00036434n
canaille#n	bn:00065792n
canal_artériel#n	bn:00029037n
canal_à_vannes#n	bn:00061415n
canal_calédonien#n	bn:00014703n
canal_carpien#n	bn:00016186n
canal_de_bristol#n	bn:00013169n
canal_de_communication#n	bn:00017681n
canal_déférent#n	bn:00029038n
canal_de_panama#n	bn:00060341n
canal_de_schlemm#n	bn:00015147n
canal_de_suez#n	bn:00075067n
canal_de_wirsung#n	bn:00060359n
canal_d'irrigation#n	bn:00015145n
canal_du_cap_cod#n	bn:00015435n
canal_du_mozambique#n	bn:00056174n
canal_du_nord#n	bn:00058049n
canal_éjaculateur#n	bn:00030013n
canal_érié#n	bn:00031411n
canal_galactophore#n	bn:00049644n
canal_göta#n	bn:00041162n
canal_inguinal#n	bn:00015151n
canal_ionique#n	bn:00015144n
canalisation#n	bn:00015153n	bn:00062568n	bn:00015154n
canaliser#v	bn:00084453v	bn:00084452v
canal_lacrymonasal#n	bn:00056900n
canal#n	bn:00017686n	bn:00017684n	bn:00015145n	bn:00061415n	bn:00029030n	bn:00017681n	bn:00015144n
canal_vocal#n	bn:00059525n
canapé-lit#n	bn:00022371n
canapé#n	bn:00070720n	bn:00023101n	bn:00070721n
canard_branchu#n	bn:00002325n
canard_colvert#n	bn:00003850n
canard_d'amérique#n	bn:00003490n
canardeau#n	bn:00029024n
canard_musqué#n	bn:00014592n
canard#n	bn:00028601n	bn:00029010n
canard_noir#n	bn:00003852n
canard_pilet#n	bn:00003845n
canard_siffleur#n	bn:00003849n
canard_souchet#n	bn:00003846n
canaries#n	bn:00015162n
canari#n	bn:00021065n
canasson#n	bn:00042425n
canasta#n	bn:00008885n
canavalia_gladiata#n	bn:00015174n
canavanine#n	bn:00015175n
canberra#n	bn:00007234n
cancaner#v	bn:00092238v
cancan#n	bn:00015176n
cancer_bronchique_à_petites_cellules#n	bn:00058417n
cancer_colorectal#n	bn:00020705n
cancer_de_la_bouche#n	bn:00059239n
cancer_de_la_peau#n	bn:00071982n
cancer_de_la_prostate#n	bn:00064823n
cancer_de_l'endomètre#n	bn:00030777n
cancer_du_côlon#n	bn:00020705n
cancer_du_foie#n	bn:00015192n
cancer_du_pancréas#n	bn:00060358n
cancer_du_poumon#n	bn:00052343n
cancer_du_sein#n	bn:00012953n
cancer_du_testicule#n	bn:00070444n
cancéreux#a	bn:00099181a	bn:00099180a
cancérigène#n	bn:00015908n
cancer_irroratus#n	bn:00015188n
cancer#n	bn:00015183n	bn:00015184n	bn:00015180n	bn:00015182n
cancérogène#n	bn:00015908n
cancérogénicité#n	bn:00015908n
cancérologie#n	bn:00058966n
cancrelat#n	bn:00020298n
cancre#n	bn:00028138n
cancún#n	bn:00015196n
candélabre#n	bn:00015198n
candela#n	bn:00015197n
candela_par_mètre_carré#n	bn:00057769n
candida_albicans#n	bn:00015204n
candida#n	bn:00015203n
candidat#n	bn:00015056n	bn:00015205n
candidature#n	bn:00015057n
candide#a	bn:00103087a	bn:00104635a
candidose#n	bn:00015206n
canellaceae#n	bn:00015251n
canella_winterana#n	bn:00015249n
caneton#n	bn:00029024n
canette#n	bn:00072586n	bn:00009592n
canevas#n	bn:00015386n
cangue#n	bn:00015254n
caniche#n	bn:00063533n
canicule#n	bn:00043445n	bn:00015257n
canidae#n	bn:00015259n
canidé#n	bn:00015259n
canif#n	bn:00063170n
canin#a	bn:00099195a	bn:00099196a
canine#n	bn:00015260n
canis_lupus#n	bn:00015268n
canis#n	bn:00015264n
cannabaceae#n	bn:00015284n
cannabis#n	bn:00015287n	bn:00028270n	bn:00015286n
cannabis_sativa#n	bn:00015289n
canna_indica#n	bn:00000879n
canna#n	bn:00015282n
canne_à_pêche#n	bn:00034870n
canne_à_sucre#n	bn:00075082n	bn:00068723n
canneberge#n	bn:00023525n
canne-épée#n	bn:00075626n
cannelier_de_ceylan#n	bn:00017431n
cannelier_de_chine#n	bn:00016503n
cannelle#n	bn:00017431n
cannelloni#n	bn:00015296n
cannelure#n	bn:00035478n
canne#n	bn:00015240n	bn:00074260n	bn:00080381n
cannes#n	bn:00015291n	bn:00015298n
cannibale#n	bn:00004588n
cannibalisme#n	bn:00015300n
canoéiste#n	bn:00015318n
canoë-kayak#n	bn:00015318n
canoé#n	bn:00015316n
canoë#n	bn:00015316n
canon_à_eau#n	bn:00080583n
canon_à_électrons#n	bn:00030233n
canon_d'arrière-bras#n	bn:00067266n
canon_d'avant-bras#n	bn:00052188n
canon_de_campagne#n	bn:00034279n
canonial#a	bn:00099204a	bn:00099203a	bn:00099205a	bn:00098101a
canonique#a	bn:00098101a
canonisation#n	bn:00015328n
canoniser#v	bn:00084471v	bn:00084472v
canon_lisse#n	bn:00072355n
canon#n	bn:00015323n	bn:00015320n	bn:00015304n	bn:00015306n	bn:00015303n	bn:00015322n	bn:00008690n
cañon#n	bn:00015322n
canonnade#n	bn:00015313n
canonnière#n	bn:00042239n
canon_rayé#n	bn:00041858n
canope#n	bn:00015330n
canopus#n	bn:00015331n
canot_automobile#n	bn:00056049n
canot_de_sauvetage#n	bn:00051078n
canotier#n	bn:00011687n	bn:00011688n
canot#n	bn:00015316n	bn:00027192n	bn:00005695n
cantaloup#n	bn:00056494n	bn:00015342n	bn:00024298n	bn:00015341n
cantate#n	bn:00015343n
canterbury#n	bn:00015350n
cantharellus#n	bn:00015354n
cantharide_officinale#n	bn:00073101n
canthus#n	bn:00015359n
cantine#n	bn:00014561n
cantique_des_cantiques#n	bn:00015361n
cantique#n	bn:00015360n
cantonais#n	bn:00015375n
cantonais_standard#n	bn:00015375n
canton_du_tessin#n	bn:00076646n
cantonment#n	bn:00010805n
canton#n	bn:00075602n	bn:00015370n	bn:00015369n
cantonnais#n	bn:00015375n
cantonnière#n	bn:00022763n
cantonnier#n	bn:00007949n	bn:00067982n
cantus_firmus#n	bn:00015378n
canular#n	bn:00029150n	bn:00050549n
canular_téléphonique#n	bn:00023550n
canule_d'injection#n	bn:00057168n	bn:00045590n
canule#n	bn:00015314n
canut#n	bn:00015380n
canyon#n	bn:00015322n
caouah#n	bn:00020416n
caoua#n	bn:00020416n	bn:00014557n
caouane#n	bn:00011336n	bn:00016041n
caoutchouc#n	bn:00068457n	bn:00030075n	bn:00015396n
caoutchouc_synthétique#n	bn:00068457n
capable#a	bn:00099215a	bn:00096152a
capacitance#n	bn:00015415n
capacitation#n	bn:00007295n
capacité_au_champ#n	bn:00034280n
capacité_d'emport#n	bn:00077095n
capacité_électrique#n	bn:00015415n
capacité#n	bn:00000317n	bn:00000318n	bn:00000725n	bn:00015423n	bn:00015415n	bn:00015418n	bn:00015409n
capacité_thermique_massique#n	bn:00073214n
capacité_thermique#n	bn:00073214n
capacité_vitale_forcée#n	bn:00080139n
capacitisme#n	bn:00000336n
caparaçon#n	bn:00015426n
cap_canaveral#n	bn:00015432n
cap_cod#n	bn:00015433n
cap_de_bonne-espérance#n	bn:00015453n
cap_de_mouton#n	bn:00025534n
cap_de_trafalgar#n	bn:00015462n
capé#a	bn:00099232a	bn:00099233a
cape_cervicale#n	bn:00017383n
cape_fear#n	bn:00015439n
capelan#n	bn:00015471n
capella#n	bn:00015473n
cape#n	bn:00019879n	bn:00019880n
capétiens#n	bn:00015487n
capex_-_opex#n	bn:00013643n
cap_froward#n	bn:00015441n
cap_hatteras#n	bn:00015444n
cap_horn#n	bn:00015445n
capillaire#a	bn:00099222a	bn:00099223a
capillaire_de_montpellier#n	bn:00001377n
capillaire#n	bn:00052807n	bn:00015492n	bn:00015491n
capillaire_sanguin#n	bn:00015492n
capillaire_vert#n	bn:00006450n
capillarité#n	bn:00015490n
capitaine_d'armes#n	bn:00053720n
capitaine_de_navire#n	bn:00015752n
capitaine#n	bn:00015752n
capital_d'amorçage#n	bn:00070261n
capitale#n	bn:00015498n	bn:00056922n
capital_financier#n	bn:00015496n
capital_immatériel#n	bn:00047008n
capitalisation_boursière#n	bn:00053464n
capitalisation#n	bn:00015660n	bn:00015662n	bn:00015661n	bn:00015659n
capitalise#v	bn:00084498v	bn:00084495v	bn:00084493v	bn:00084494v	bn:00084497v	bn:00084496v
capitalisme_d'état#n	bn:00074019n
capitalisme#n	bn:00015663n
capitaliste#a	bn:00099227a	bn:00099228a
capitaliste#n	bn:00015665n	bn:00015664n
capital#n	bn:00015496n
capital_réel#n	bn:00015496n
capital_risque#n	bn:00067933n
capitanat#n	bn:00015761n
capitation#n	bn:00063366n	bn:00015667n
capitaux_propres#n	bn:00031333n
capitole_des_états-unis#n	bn:00015669n
capitulation#n	bn:00015675n
capitule#n	bn:00015676n	bn:00015677n	bn:00015678n
cap#n	bn:00015427n	bn:00035841n
caporal#n	bn:00022812n
capote_anglaise#n	bn:00021666n
capote#n	bn:00021666n
capot#n	bn:00012036n
cappadoce#n	bn:00015686n
cappadocien#n	bn:00015686n
capparaceae#n	bn:00015480n
capparis#n	bn:00015687n
cap_passero#n	bn:00015456n
cappuccino#n	bn:00015692n
cappucino#n	bn:00015692n
capra_aegagrus#n	bn:00010197n
capra#n	bn:00015694n
caprellidae#n	bn:00071919n
capreolus#n	bn:00015699n
capriccio#n	bn:00015703n
caprice#n	bn:00015704n
capricieusement#r	bn:00114669r	bn:00114668r
capricieux#a	bn:00099235a
capricorne#n	bn:00015706n	bn:00015708n	bn:00015707n
capricornis#n	bn:00070626n
câprier#n	bn:00015475n
caprifoliaceae#n	bn:00015711n
caprimulgidae#n	bn:00015712n
caprimulgiformes#n	bn:00015715n
capri#n	bn:00015701n
caprinae#n	bn:00040856n
cap_sable#n	bn:00015459n
capsaïcine#n	bn:00015727n
capsella_bursa-pastoris#n	bn:00015729n
capsella#n	bn:00015728n
capsicum_baccatum#n	bn:00010641n
capsicum_frutescens#n	bn:00015735n
capsicum#n	bn:00015731n
capside#n	bn:00015737n	bn:00015736n
capsulaire#a	bn:00099239a
capsule#n	bn:00015745n	bn:00015748n	bn:00015744n
capsule_spatiale#n	bn:00015747n
capsule_temporelle#n	bn:00077280n
capter#v	bn:00092492v
capteur_de_luminosité_ambiante#n	bn:00030143n
capteur_de_luminosité#n	bn:00030143n
capteur_d'humidité#n	bn:00045434n
capteur#n	bn:00026638n
capteur_solaire_thermique#n	bn:00072679n
captivant#a	bn:00098292a	bn:00096208a
captive#n	bn:00015767n
captivité#n	bn:00015772n	bn:00015771n
captopril#n	bn:00015685n
capture_accessoire#n	bn:00014346n
capture#n	bn:00015777n	bn:00071282n
capturer#v	bn:00087670v	bn:00093469v
capuche#n	bn:00044672n
capucine#n	bn:00056906n	bn:00056905n
capulin#n	bn:00010876n
cap-vert#n	bn:00015464n
caquet#n	bn:00011227n
carabidae#n	bn:00015806n
carabidé#n	bn:00015806n
carabidés#n	bn:00015806n
carabiné#a	bn:00111210a
carabine_militaire#n	bn:00015851n
carabine#n	bn:00015851n
carabinier#n	bn:00015808n
caracal#n	bn:00015810n
caracara_huppé#n	bn:00015824n
caracara#n	bn:00039275n	bn:00015811n
caracas#n	bn:00015645n
caractère_alphanumérique#n	bn:00003061n
caractère_de_contrôle#n	bn:00006271n
caractère_de_nouvelle_ligne#n	bn:00051314n
caractère_distinctif#n	bn:00027769n	bn:00027644n
caractère_frauduleux#n	bn:00029159n	bn:00029150n	bn:00025680n
caractère#n	bn:00017747n	bn:00017748n	bn:00003057n
caractère_non_imprimable#n	bn:00006271n
caractère_phénotypique#n	bn:00064752n
caractère_progressif#n	bn:00041254n	bn:00037773n
caractère_récent#n	bn:00066502n	bn:00066501n
caractère_sexuel_secondaire#n	bn:00070152n
caractérisation#n	bn:00017766n
caractériser#v	bn:00084800v
caractéristique#a	bn:00099532a
caractéristique_d'un_anneau#n	bn:00017763n
caractéristique#n	bn:00017761n
carafe#n	bn:00032067n	bn:00015815n
carafon#n	bn:00015815n
caragana#n	bn:00015816n
caraganier_de_sibérie#n	bn:00015817n
caraïbe#n	bn:00016063n	bn:00016062n
caraïbes#n	bn:00016065n	bn:00016066n
carambolage#n	bn:00016172n	bn:00062389n	bn:00015308n
carambole#n	bn:00015820n	bn:00007458n
caramboler#v	bn:00084545v	bn:00084467v	bn:00084546v	bn:00084466v
carambolier#n	bn:00007458n
caramel_écossais#n	bn:00014297n
caraméliser#v	bn:00084513v	bn:00084514v
caramel#n	bn:00015821n	bn:00015822n	bn:00013651n
carangidae#n	bn:00015827n
carangoides_bartholomaei#n	bn:00015829n
carangue_coubali#n	bn:00011554n
caranx_hippos#n	bn:00015830n
caranx#n	bn:00015828n
carapace#n	bn:00032269n	bn:00015831n
carapidae#n	bn:00061190n
caraque#n	bn:00015812n
carassius_carassius#n	bn:00015835n
carat#n	bn:00015836n	bn:00015837n
caravansérail#n	bn:00015841n
carbamate#n	bn:00015847n
carbinol#n	bn:00054618n
carbonacé#n	bn:00006890n
carbonade_flamande#n	bn:00009705n
carbonado#n	bn:00010888n
carbonate_d'ammonium#n	bn:00003556n
carbonate_de_calcium#n	bn:00014675n
carbonate_de_lithium#n	bn:00031582n
carbonate_de_magnésium#n	bn:00052708n
carbonate_de_plomb#n	bn:00017380n
carbonate_de_potassium#n	bn:00063834n	bn:00016858n
carbonate_de_sodium#n	bn:00068894n
carbonate_de_soude#n	bn:00068894n
carbonate#n	bn:00015879n
carbonater#v	bn:00084516v	bn:00084517v
carbone_14#n	bn:00015860n
carbone#n	bn:00015858n	bn:00006890n
carbonifère#a	bn:00099247a	bn:00099249a
carbonifère#n	bn:00015884n
carbonisation#n	bn:00015885n
carboniser#v	bn:00084519v	bn:00084518v
carboxyméthylcellulose#n	bn:00015891n
carburant_sans_plomb#n	bn:00037384n
carburateur#n	bn:00015895n
carbure_de_calcium#n	bn:00014674n
carbure_de_silicium#n	bn:00071592n
carbure#n	bn:00015850n
carcajou#n	bn:00015896n
carcan#n	bn:00074386n
carcasse#n	bn:00015897n
carcharhinidae#n	bn:00067257n
carcharhinus_limbatus#n	bn:00011051n
carcharhinus#n	bn:00015899n
carcharhinus_obscurus#n	bn:00015900n
carcharhinus_plumbeus#n	bn:00015901n
carcharias#n	bn:00015902n
carcharias_taurus#n	bn:00015903n
carcharias_tricuspidatus#n	bn:00015903n
carcinologie#n	bn:00058966n
carcinome_épidermoïde#n	bn:00015195n
carcinome_hépatocellulaire#n	bn:00043759n
carcinome_in_situ#n	bn:00015911n
carcinome#n	bn:00015910n
carcinosarcome#n	bn:00015913n
cardamine_carcajou#n	bn:00015932n
cardamine_des_prés#n	bn:00015934n
cardamine#n	bn:00026285n
cardamome#n	bn:00015935n	bn:00015936n
cardan#n	bn:00040483n
car_de_ramassage_scolaire#n	bn:00069628n
cardère_sauvage#n	bn:00021181n
carder#v	bn:00084522v
cardia#n	bn:00015941n
cardiaque#a	bn:00099257a
cardiff#n	bn:00015957n
cardigan#n	bn:00015958n
cardiidae#n	bn:00020289n
cardinalidae#n	bn:00015964n
cardinalité#n	bn:00015973n
cardinal#n	bn:00015961n	bn:00015963n	bn:00015962n	bn:00015964n
cardinal_pyrrhuloxia#n	bn:00065453n
cardinal_rouge#n	bn:00015964n
cardiogramme#n	bn:00015976n
cardiographe#n	bn:00008186n	bn:00015977n
cardioïde#a	bn:00100465a
cardioidea#n	bn:00020289n
cardioïde#n	bn:00015979n
cardiologie#n	bn:00015982n
cardiologique#a	bn:00099261a
cardiologue#n	bn:00015981n
cardiomégalie#n	bn:00015983n
cardiomyopathie_hypertrophique#n	bn:00045548n
cardiomyopathie#n	bn:00015984n
cardiopathie_congénitale#n	bn:00021811n
cardiopathie#n	bn:00015990n	bn:00015985n
cardiopathologie#n	bn:00015990n	bn:00015985n
cardiospermum#n	bn:00015989n
cardon#n	bn:00015996n	bn:00015997n
carduelis#n	bn:00016001n
carduus_crispus#n	bn:00016010n
carduus#n	bn:00016009n
carélie#n	bn:00048801n
carélien#n	bn:00016034n
carême#n	bn:00050681n
carence#n	bn:00025913n	bn:00025916n
carène#n	bn:00016080n
caresse_érotique#n	bn:00059769n
caresser#v	bn:00084536v
caret#n	bn:00016037n	bn:00031385n
caretta_caretta#n	bn:00016040n	bn:00016041n
carex#n	bn:00016043n
cargaison#n	bn:00016056n	bn:00016047n	bn:00071122n
cargo#n	bn:00016056n
cargue#n	bn:00012676n	bn:00012675n
carguer#v	bn:00083868v	bn:00083867v
cariacou#n	bn:00058646n
cariama_huppé#n	bn:00016059n
cariamidae#n	bn:00018992n
cariatide#n	bn:00016368n
cariatyde#n	bn:00016368n
caribou#n	bn:00016070n
caricaceae#n	bn:00016073n
carica#n	bn:00016071n
caricature#n	bn:00016074n	bn:00016328n
caricaturer#v	bn:00084604v
carie_dentaire#n	bn:00016077n
carie#n	bn:00013912n	bn:00016077n	bn:00013909n	bn:00013911n	bn:00013910n
carillon#n	bn:00009762n	bn:00016078n
carinatae#n	bn:00016083n
carioca#n	bn:00016086n
carissa_macrocarpa#n	bn:00003239n
carissa#n	bn:00016088n
carissa_ovata#n	bn:00024505n
carissa#r	bn:00116633r	bn:00114734r
carissin#n	bn:00015835n
carl_czerny#n	bn:00024934n
carl_david_anderson#n	bn:00003949n
carl_friedrich_gauss#n	bn:00037525n
carl_gustav_jung#n	bn:00048603n	bn:00016095n
carline_acaule#n	bn:00016104n
carline#n	bn:00016103n
carlingue#n	bn:00048881n
carlin#n	bn:00065148n
carl_lewis#n	bn:00016096n
carl_maria_von_weber#n	bn:00008648n
carl_nielsen#n	bn:00016092n
carlo_goldoni#n	bn:00016108n
carl_orff#n	bn:00016097n
carlos_chávez#n	bn:00016110n
carlos_fuentes#n	bn:00016111n
carlovingiens#n	bn:00016113n
carl_rogers#n	bn:00016098n
carl_sandburg#n	bn:00016099n
carl_thomas_anderson#n	bn:00003949n
carl_von_clausewitz#n	bn:00019604n
carl_von_linné#n	bn:00016100n
carl_wernicke#n	bn:00048813n
carl_wilhelm_scheele#n	bn:00048811n
carl_wilhelm_siemens#n	bn:00048814n
carl_yastrzemski#n	bn:00016102n
carmel#n	bn:00015821n	bn:00015227n
carme#n	bn:00016118n
carminatif#n	bn:00016121n
car#n	bn:00007329n
carnallite#n	bn:00016126n
carnassière#n	bn:00016127n
carnaval#n	bn:00016139n
carnet_d'adresses#n	bn:00052837n	bn:00027374n
carnet_de_chèques#n	bn:00017998n
carnet_de_commandes#n	bn:00059316n	bn:00059315n
carnet_de_croquis#n	bn:00071925n
carnet_de_voyage#n	bn:00047742n	bn:00078096n
carnet#n	bn:00058157n
carnivora#n	bn:00016142n
carnivore#a	bn:00103093a
carnivore#n	bn:00016143n
carnosauria#n	bn:00016147n
carnotite#n	bn:00016151n
carole#n	bn:00016156n
caroline_du_nord#n	bn:00057100n	bn:00058045n
caroline_du_sud#n	bn:00060315n	bn:00072975n
carolingiens#n	bn:00016113n
caron#n	bn:00042418n
carotène#n	bn:00016173n	bn:00016174n
caroténodermie#n	bn:00016175n
caroténoïde#n	bn:00016176n
carotide#n	bn:00021067n	bn:00005989n
carotte#n	bn:00016273n	bn:00016272n	bn:00016270n	bn:00016271n
carottier#n	bn:00022634n
caroube#n	bn:00002673n
caroubier#n	bn:00002674n
carouge_à_épaulettes#n	bn:00001959n
carpates#n	bn:00016188n
carpe_commune#n	bn:00024857n
carpelle#n	bn:00062624n	bn:00016189n
carpe#n	bn:00016184n	bn:00016183n	bn:00024857n	bn:00006143n
carpentaria_acuminata#n	bn:00016190n
carphophis_amoenus#n	bn:00016222n
carpien#n	bn:00016185n
carpobrotus_edulis#n	bn:00016228n
carpocapse_des_pommes_et_des_poires#n	bn:00016230n
carpocapse#n	bn:00016230n
carpus#n	bn:00006143n
carquois#n	bn:00065748n
carraghénane#n	bn:00016236n
carreau_d'arbalète#n	bn:00065569n
carreau#n	bn:00068230n
carré-éponge#n	bn:00032613n
carrefour_giratoire#n	bn:00019172n
carrefour#n	bn:00016237n
carrelage#n	bn:00068230n
carré_latin#n	bn:00050169n
carrelet#n	bn:00062746n
carreleur#n	bn:00077243n
carré_magique#n	bn:00052694n	bn:00001064n
carrément#r	bn:00115031r	bn:00114588r
carré#n	bn:00073125n	bn:00073124n	bn:00036107n	bn:00070132n
carrière#n	bn:00014839n	bn:00062637n	bn:00077256n
carriériste#n	bn:00014196n
carrier#n	bn:00065571n
carrosse#n	bn:00080322n
carrosserie#n	bn:00020123n
carrot_top#n	bn:00016277n
carrousel_à_bagages#n	bn:00016180n
carrousel#n	bn:00016181n
carrure#n	bn:00003882n
cartable#n	bn:00069314n	bn:00069639n
carte_à_collectionner#n	bn:00077881n
carte_à_jouer#n	bn:00062958n
carte_à_puce#n	bn:00072293n
carte_choroplèthe#n	bn:00018779n
carte_d'abonnement#n	bn:00021265n
carte_de_baseball#n	bn:00008808n
carte_de_crédit#n	bn:00025629n	bn:00017800n
carte_de_débit#n	bn:00025629n
carte_d'embarquement#n	bn:00011662n
carte_de_noël#n	bn:00018843n
carte_d'entrée#n	bn:00077174n
carte_de_paiement#n	bn:00025629n
carte_de_visite#n	bn:00014148n
carte_de_vœux#n	bn:00041740n
carte_d'extension#n	bn:00032282n
carte_d'identification#n	bn:00015915n
carte_d'identité#n	bn:00015915n
carte_géographique#n	bn:00053303n
cartel_de_la_drogue#n	bn:00028878n
cartel_de_medellín#n	bn:00054088n
carte_linguistique#n	bn:00026825n
cartel#n	bn:00016300n
carte_marine#n	bn:00057048n
carte_mémoire#n	bn:00035062n
carte_mère#n	bn:00023437n
carte_météorologique#n	bn:00080758n
carte#n	bn:00015914n	bn:00015916n	bn:00010407n	bn:00001275n	bn:00053303n
carte_perforée#n	bn:00044426n
carte_postale#n	bn:00052835n
carter_de_chaîne#n	bn:00037574n
carter#n	bn:00023553n
carte_routière#n	bn:00042117n	bn:00067981n
carte_système#n	bn:00023437n
carte_vidéo#n	bn:00027676n
carthage#n	bn:00016311n
carthaginois#a	bn:00099302a
carthame_des_teinturiers#n	bn:00016313n
cartier#n	bn:00016316n
cartilage_aryténoïde#n	bn:00006219n
cartilage_hyalin#n	bn:00045317n
cartilage#n	bn:00016317n
cartilage_thyroïde#n	bn:00001246n
cartilagineux#a	bn:00099305a	bn:00099304a
cartographie#n	bn:00016325n
cartographique#a	bn:00099306a
cartomagie#n	bn:00015928n
carton#n	bn:00060942n	bn:00015937n	bn:00016327n
carton_ondulé#n	bn:00022875n
cartouche_à_blanc#n	bn:00011113n
cartouche_d'encre#n	bn:00046798n
cartouche_de_polices#n	bn:00016341n
cartouche#n	bn:00016331n	bn:00059000n
carvédilol#n	bn:00016353n
carvi#n	bn:00015843n
carya#n	bn:00043996n
caryer_cordiforme#n	bn:00010779n
caryer_glabre#n	bn:00010916n
caryer_ovale#n	bn:00016367n
cary_grant#n	bn:00016363n
caryocaraceae#n	bn:00016371n
caryocar#n	bn:00016369n
caryocar_nuciferum#n	bn:00016370n
caryogramme#n	bn:00048826n
caryophyllaceae#n	bn:00016130n
caryophyllidae#n	bn:00016374n
caryopse#n	bn:00016377n
caryota#n	bn:00016378n
caryotype#n	bn:00048826n
casablanca#n	bn:00016381n
cas_accusatif#n	bn:00000786n
casanière#n	bn:00044526n
casanier#n	bn:00044526n
cascade_des_sept_chutes#n	bn:00042023n
cascade#n	bn:00032830n
cascade_niagara#n	bn:00057602n
cascadeur#n	bn:00028342n
cascara#n	bn:00009357n
cascarille#n	bn:00016399n
cas_datif#n	bn:00025353n
cas_dégénéré#n	bn:00025647n
caséine#n	bn:00016436n	bn:00016437n
casemate#n	bn:00013900n
caserne_de_pompiers#n	bn:00034667n
casey_jones#n	bn:00016446n
casey_stengel#n	bn:00016447n
cas_grammatical#n	bn:00016411n
casier_judiciaire#n	bn:00023824n
casino#n	bn:00016474n	bn:00016473n
casleu#n	bn:00018550n
cas#n	bn:00016411n	bn:00016404n	bn:00016403n	bn:00016401n	bn:00016402n
cas_nominatif#n	bn:00057887n
cas_objet#n	bn:00000786n
cas_oblique#n	bn:00058470n	bn:00000786n
caspase#n	bn:00016483n
casper#n	bn:00016484n
casque_antibruits#n	bn:00029407n
casque_à_pointe#n	bn:00062235n
casque_audio#n	bn:00029419n
casque_colonial#n	bn:00062666n
casque_de_protection_pour_l'industrie#n	bn:00042936n
casque_micro#n	bn:00043340n
casque#n	bn:00029419n	bn:00080123n	bn:00043340n	bn:00016486n	bn:00043623n	bn:00043330n	bn:00043329n	bn:00009076n
casquette#n	bn:00015398n	bn:00019981n
cas_régime#n	bn:00058470n	bn:00000786n
cassable#a	bn:00101123a
cassandre#n	bn:00016489n
cassant#a	bn:00101123a
cassé#a	bn:00101785a	bn:00098912a	bn:00098909a	bn:00098919a
casse#n	bn:00015499n
cassenoix_d'amérique#n	bn:00019464n
casse-noix#n	bn:00058352n	bn:00058351n
casserole#n	bn:00022422n	bn:00069352n	bn:00063820n
casser_sa_pipe#v	bn:00084343v
